"V1" "V2" "V3" "V4" "V5"
"3419" 12283 1182 19970213 1 10.77
"3420" 11604 1183 19970214 6 69.94
"3421" 11604 1183 19970521 1 17.9
"3422" 11604 1183 19970702 3 41.69
"3423" 11604 1183 19970708 2 32.72
"3424" 11604 1183 19971102 2 26.98
"3425" 11604 1183 19971202 1 16.49
"3426" 11604 1183 19980614 3 38.24
"3427" 11763 1184 19970214 5 48.31
"3428" 11763 1184 19970403 1 12.77
"3429" 11763 1184 19970410 3 31.05
"3430" 11763 1184 19970522 2 29.92
"3431" 11763 1184 19970709 1 4.79
"3432" 11763 1184 19971017 1 9.99
"3433" 11763 1184 19971214 3 34.47
"3434" 11763 1184 19980210 2 21.48
"3435" 12303 1185 19970214 2 26.73
"3436" 12303 1185 19970913 3 38.97
"3437" 12305 1186 19970214 1 14.37
"3438" 12310 1187 19970214 1 14.37
"3439" 12310 1187 19970914 3 42.97
"3440" 12310 1187 19970930 3 41.97
"3441" 12310 1187 19971018 1 13.99
"3442" 12310 1187 19971026 1 22.49
"3443" 12310 1187 19971130 1 15.49
"3444" 12310 1187 19980118 3 40.56
"3445" 12310 1187 19980512 1 15.49
"3446" 12310 1187 19980516 2 42.98
"3447" 12311 1188 19970214 2 42.36
"3448" 12311 1188 19970311 1 15.36
"3449" 12311 1188 19971215 1 18.49
"3450" 12322 1189 19970214 1 14.37
"3451" 12322 1189 19970802 2 28.93
"3452" 12322 1189 19970924 2 25.98
"3453" 12322 1189 19980102 2 25.98
"3454" 12322 1189 19980604 4 51.03
"3455" 12324 1190 19970214 5 62.87
"3456" 12324 1190 19970220 2 21.74
"3457" 12327 1191 19970214 2 21.95
"3458" 12345 1192 19970214 1 15.36
"3459" 12349 1193 19970214 1 63.37
"3460" 12349 1193 19970215 4 49.28
"3461" 12349 1193 19970222 1 24.37
"3462" 12357 1194 19970214 1 11.77
"3463" 12357 1194 19970225 1 11.77
"3464" 12357 1194 19971221 1 15.49
"3465" 12357 1194 19980609 2 20.98
"3466" 12366 1195 19970214 1 0
"3467" 12393 1196 19970214 1 15.96
"3468" 12410 1197 19970214 2 41.54
"3469" 12432 1198 19970214 2 24.74
"3470" 12432 1198 19970218 2 24.74
"3471" 12439 1199 19970214 4 43.25
"3472" 12439 1199 19970214 1 14.99
"3473" 12439 1199 19970224 3 44.93
"3474" 12439 1199 19970321 1 14.99
"3475" 12439 1199 19970331 2 23.14
"3476" 12439 1199 19970420 1 12.7
"3477" 12439 1199 19970424 1 19.99
"3478" 12439 1199 19970507 3 51.89
"3479" 12439 1199 19970530 1 14.99
"3480" 12439 1199 19971007 1 13.99
"3481" 12442 1200 19970214 2 25.94
"3482" 12455 1201 19970214 1 9.98
"3483" 12455 1201 19970318 4 35.51
"3484" 12455 1201 19970327 4 43.92
"3485" 12455 1201 19970520 6 62.26
"3486" 12455 1201 19970627 3 29.94
"3487" 12455 1201 19970724 4 42.7
"3488" 12455 1201 19970820 4 32.69
"3489" 12455 1201 19971001 5 47.95
"3490" 12455 1201 19971202 1 9.99
"3491" 12455 1201 19971209 3 25.97
"3492" 12455 1201 19980119 4 47.96
"3493" 12455 1201 19980120 2 25.48
"3494" 12455 1201 19980226 5 60.34
"3495" 12455 1201 19980318 3 33.54
"3496" 12455 1201 19980319 1 13.99
"3497" 12455 1201 19980520 3 39.25
"3498" 12455 1201 19980610 4 47.35
"3499" 12463 1202 19970214 1 14.99
"3500" 12476 1203 19970214 2 28.27
"3501" 12476 1203 19970222 1 15.96
"3502" 12476 1203 19970426 3 44.43
"3503" 12476 1203 19970601 2 29.33
"3504" 12476 1203 19970608 3 42.69
"3505" 12476 1203 19970821 4 42.11
"3506" 12476 1203 19970909 3 39.47
"3507" 12476 1203 19971007 2 27.98
"3508" 12476 1203 19971010 1 28.49
"3509" 12476 1203 19971016 3 44.47
"3510" 12476 1203 19971023 3 45.47
"3511" 12476 1203 19971027 3 41.47
"3512" 12476 1203 19971031 3 40.97
"3513" 12476 1203 19971110 2 30.48
"3514" 12476 1203 19971117 3 38.47
"3515" 12476 1203 19971118 1 11.49
"3516" 12476 1203 19971127 3 39.47
"3517" 12476 1203 19971127 2 26.48
"3518" 12476 1203 19971207 3 49.47
"3519" 12476 1203 19971207 1 14.99
"3520" 12476 1203 19971210 2 25.98
"3521" 12476 1203 19980101 3 30.47
"3522" 12476 1203 19980104 3 41.97
"3523" 12476 1203 19980111 3 32.97
"3524" 12476 1203 19980117 3 41.47
"3525" 12476 1203 19980202 2 44.21
"3526" 12476 1203 19980202 2 26.37
"3527" 12476 1203 19980203 1 15.49
"3528" 12476 1203 19980205 2 26.48
"3529" 12476 1203 19980214 2 22.98
"3530" 12476 1203 19980228 3 43.97
"3531" 12476 1203 19980228 3 46.47
"3532" 12476 1203 19980228 2 33.48
"3533" 12476 1203 19980301 3 39.47
"3534" 12476 1203 19980302 3 39.97
"3535" 12476 1203 19980309 1 11.49
"3536" 12476 1203 19980324 2 29.98
"3537" 12476 1203 19980416 2 27.37
"3538" 12476 1203 19980424 1 22.92
"3539" 12476 1203 19980424 2 26.48
"3540" 12476 1203 19980426 2 27.37
"3541" 12476 1203 19980503 2 20.98
"3542" 12476 1203 19980507 3 38
"3543" 12476 1203 19980518 3 45.47
"3544" 12476 1203 19980526 3 38.07
"3545" 12476 1203 19980606 1 12.58
"3546" 12476 1203 19980626 3 43.36
"3547" 12485 1204 19970214 1 14.96
"3548" 12499 1205 19970214 1 34.97
"3549" 12520 1206 19970214 3 26.57
"3550" 12533 1207 19970214 5 58.05
"3551" 12533 1207 19970216 3 46.29
"3552" 10216 1208 19970215 1 44.77
"3553" 12545 1209 19970215 3 67.51
"3554" 12565 1210 19970215 2 25.74
"3555" 12582 1211 19970215 2 24.73
"3556" 12582 1211 19971030 3 51.97
"3557" 12595 1212 19970215 5 66.85
"3558" 12595 1212 19971106 4 56.96
"3559" 12595 1212 19980305 3 35.47
"3560" 12609 1213 19970215 3 35.31
"3561" 12622 1214 19970215 1 49.99
"3562" 12638 1215 19970215 1 11.77
"3563" 12638 1215 19980222 2 28.56
"3564" 12650 1216 19970215 7 101.11
"3565" 12658 1217 19970215 2 28.98
"3566" 12658 1217 19970330 1 13.97
"3567" 12673 1218 19970215 1 14.37
"3568" 12687 1219 19970215 1 14.37
"3569" 12693 1220 19970215 4 59.06
"3570" 12693 1220 19970313 4 56.28
"3571" 12693 1220 19980528 3 40.47
"3572" 12713 1221 19970215 1 20.99
"3573" 12713 1221 19971014 1 11.49
"3574" 12733 1222 19970215 2 29.73
"3575" 12752 1223 19970215 1 3.99
"3576" 12769 1224 19970215 1 12.97
"3577" 12784 1225 19970215 3 37.51
"3578" 12798 1226 19970215 1 12.49
"3579" 12798 1226 19980602 2 32.98
"3580" 12798 1226 19980611 5 69.95
"3581" 12798 1226 19980619 2 27.98
"3582" 12804 1227 19970215 2 31.52
"3583" 12804 1227 19970629 2 26.93
"3584" 12804 1227 19970726 3 40.7
"3585" 12804 1227 19970831 2 28.73
"3586" 12804 1227 19971104 2 26.98
"3587" 12804 1227 19980304 2 30.98
"3588" 12804 1227 19980529 3 32.97
"3589" 12815 1228 19970215 1 11.77
"3590" 12833 1229 19970215 1 15.76
"3591" 12354 1230 19970216 1 15.36
"3592" 12354 1230 19970221 1 11.97
"3593" 12354 1230 19970314 1 10.77
"3594" 12354 1230 19970314 1 14.37
"3595" 12354 1230 19970816 1 33.37
"3596" 12354 1230 19971003 2 25.98
"3597" 12354 1230 19971113 1 9.49
"3598" 12354 1230 19980109 1 18.49
"3599" 12354 1230 19980129 3 27.47
"3600" 12354 1230 19980429 2 24.98
"3601" 12425 1231 19970216 4 52.87
"3602" 12547 1232 19970216 1 14.37
"3603" 12547 1232 19970408 1 12.77
"3604" 12547 1232 19970429 1 15.36
"3605" 12547 1232 19970828 1 5.79
"3606" 12547 1232 19971021 2 26.48
"3607" 12547 1232 19971128 1 12.49
"3608" 12547 1232 19980221 2 25.48
"3609" 12700 1233 19970216 6 86.52
"3610" 12845 1234 19970216 2 29.33
"3611" 12845 1234 19970224 1 15.36
"3612" 12845 1234 19970326 3 43.3
"3613" 12845 1234 19970329 2 28.93
"3614" 12845 1234 19970403 2 37.73
"3615" 12845 1234 19970420 3 40.71
"3616" 12845 1234 19970710 2 25.74
"3617" 12845 1234 19970719 3 54.52
"3618" 12845 1234 19970727 3 54.9
"3619" 12845 1234 19971019 3 38.97
"3620" 12845 1234 19980222 5 75.95
"3621" 12845 1234 19980301 5 98.6
"3622" 12845 1234 19980404 11 109.89
"3623" 12845 1234 19980408 1 65.99
"3624" 12849 1235 19970216 1 14.37
"3625" 12861 1236 19970216 3 34.31
"3626" 12861 1236 19970222 1 11.77
"3627" 12868 1237 19970216 1 24.9
"3628" 12882 1238 19970216 1 15.96
"3629" 12882 1238 19980102 6 81.94
"3630" 12882 1238 19980509 6 82.81
"3631" 12882 1238 19980510 1 16.49
"3632" 12882 1238 19980522 1 27.99
"3633" 12884 1239 19970216 4 62.65
"3634" 12884 1239 19970406 2 36.33
"3635" 12884 1239 19970519 3 46.28
"3636" 12900 1240 19970216 1 12.77
"3637" 12924 1241 19970216 2 47.98
"3638" 12924 1241 19980308 1 13.49
"3639" 12934 1242 19970216 1 12.49
"3640" 12934 1242 19970222 1 12.97
"3641" 12934 1242 19970325 1 14.9
"3642" 12934 1242 19970425 1 12.49
"3643" 12934 1242 19970510 1 19.55
"3644" 12934 1242 19970524 1 12.25
"3645" 12934 1242 19970531 2 18.52
"3646" 12934 1242 19970607 1 12.25
"3647" 12934 1242 19970618 1 21
"3648" 12934 1242 19970624 1 12.25
"3649" 12934 1242 19970708 1 16.65
"3650" 12934 1242 19970920 1 12.49
"3651" 12934 1242 19971019 2 33.98
"3652" 12934 1242 19971123 1 9.99
"3653" 12934 1242 19971217 1 9.49
"3654" 12934 1242 19980214 3 44.97
"3655" 12934 1242 19980322 1 21.49
"3656" 12934 1242 19980411 1 12.58
"3657" 12934 1242 19980418 4 46.47
"3658" 12934 1242 19980523 3 37.97
"3659" 12934 1242 19980530 1 20.99
"3660" 12934 1242 19980616 1 6.49
"3661" 12940 1243 19970216 1 32.37
"3662" 12952 1244 19970216 3 39.91
"3663" 12952 1244 19970225 2 39.74
"3664" 12953 1245 19970216 3 46.49
"3665" 12953 1245 19970222 2 31.98
"3666" 12953 1245 19970311 2 30.95
"3667" 12953 1245 19970323 4 41.56
"3668" 12953 1245 19970725 2 36.22
"3669" 12953 1245 19970903 1 13.72
"3670" 12953 1245 19970905 1 5.79
"3671" 12953 1245 19970929 1 11.49
"3672" 12953 1245 19970930 2 24.98
"3673" 12953 1245 19971122 1 12.49
"3674" 12953 1245 19980102 2 24.98
"3675" 12953 1245 19980127 1 21.49
"3676" 12953 1245 19980318 3 36.47
"3677" 12953 1245 19980420 2 34.51
"3678" 12953 1245 19980421 1 19.49
"3679" 12957 1246 19970216 4 51.67
"3680" 12962 1247 19970216 1 15.36
"3681" 12962 1247 19970313 1 12.77
"3682" 12973 1248 19970216 2 39.35
"3683" 12973 1248 19980523 10 122.9
"3684" 12981 1249 19970216 2 30.72
"3685" 12981 1249 19970412 2 29.33
"3686" 12989 1250 19970216 2 28.76
"3687" 13004 1251 19970216 1 11.77
"3688" 13023 1252 19970216 3 39.91
"3689" 13023 1252 19970416 5 66.04
"3690" 13023 1252 19970529 5 47.1
"3691" 13023 1252 19970730 2 28.34
"3692" 13023 1252 19971014 3 41.47
"3693" 13023 1252 19971108 3 39.47
"3694" 13028 1253 19970216 3 36.31
"3695" 13041 1254 19970216 1 17.97
"3696" 13052 1255 19970216 1 13.97
"3697" 13052 1255 19980120 3 41.97
"3698" 13052 1255 19980415 1 11.49
"3699" 13052 1255 19980504 4 64.35
"3700" 13052 1255 19980610 3 33.95
"3701" 13068 1256 19970216 1 11.99
"3702" 13068 1256 19970216 1 9.77
"3703" 13083 1257 19970216 1 10.77
"3704" 13085 1258 19970216 3 32.92
"3705" 13085 1258 19970415 10 84.96
"3706" 13085 1258 19970514 7 77.01
"3707" 13085 1258 19970527 7 72.2
"3708" 13093 1259 19970216 4 104.72
"3709" 13093 1259 19970308 3 51.73
"3710" 13093 1259 19971005 4 66.96
"3711" 13093 1259 19980108 6 79.44
"3712" 13093 1259 19980228 4 48.94
"3713" 13093 1259 19980316 3 93.97
"3714" 13093 1259 19980325 5 59.45
"3715" 13093 1259 19980610 6 91.92
"3716" 13098 1260 19970216 1 11.77
"3717" 13103 1261 19970216 1 14.79
"3718" 13103 1261 19970705 1 13.77
"3719" 13122 1262 19970216 2 46.36
"3720" 13122 1262 19970222 2 26.66
"3721" 13122 1262 19970406 3 52.9
"3722" 13122 1262 19970505 1 25.77
"3723" 13122 1262 19970615 10 158.44
"3724" 13122 1262 19970720 1 59.99
"3725" 13122 1262 19970810 2 119.98
"3726" 13123 1263 19970216 1 15.36
"3727" 13128 1264 19970216 1 11.77
"3728" 13128 1264 19970503 1 11.97
"3729" 13128 1264 19970716 1 13.97
"3730" 13128 1264 19971228 2 27.98
"3731" 13128 1264 19980126 1 13.99
"3732" 13128 1264 19980409 1 14.49
"3733" 5844 1265 19970217 4 66.96
"3734" 5844 1265 19970627 2 30.6
"3735" 5844 1265 19971003 2 30.6
"3736" 12853 1266 19970217 2 30.72
"3737" 12853 1266 19970218 1 6.79
"3738" 13141 1267 19970217 2 33.4
"3739" 13142 1268 19970217 2 23.94
"3740" 13142 1268 19970309 1 8.78
"3741" 13150 1269 19970217 1 13.97
"3742" 13150 1269 19970222 1 14.96
"3743" 13158 1270 19970217 2 40.09
"3744" 13168 1271 19970217 1 22.77
"3745" 13168 1271 19970320 1 11.77
"3746" 13168 1271 19970320 1 14.79
"3747" 13168 1271 19970505 3 47.13
"3748" 13168 1271 19970511 1 14.37
"3749" 13168 1271 19971026 1 13.99
"3750" 13168 1271 19971125 1 11.49
"3751" 13168 1271 19980314 1 13.99
"3752" 13182 1272 19970217 2 29.98
"3753" 13182 1272 19970504 3 43.7
"3754" 13182 1272 19970628 2 28.34
"3755" 13182 1272 19971027 4 54.96
"3756" 13182 1272 19980214 2 31.48
"3757" 13188 1273 19970217 2 26.56
"3758" 13202 1274 19970217 1 13.97
"3759" 13220 1275 19970217 4 89.74
"3760" 13224 1276 19970217 1 16.7
"3761" 13224 1276 19970219 4 61.67
"3762" 13224 1276 19970306 3 46.17
"3763" 13234 1277 19970217 1 18.99
"3764" 13234 1277 19970409 1 18.99
"3765" 13242 1278 19970217 2 28.47
"3766" 13242 1278 19970608 2 29.73
"3767" 13243 1279 19970217 1 13.97
"3768" 13243 1279 19971013 1 16.49
"3769" 13257 1280 19970217 1 14.79
"3770" 13284 1281 19970217 1 11.77
"3771" 13322 1282 19970217 1 15.96
"3772" 13330 1283 19970217 3 58.95
"3773" 13330 1283 19970223 1 17.76
"3774" 13330 1283 19970224 1 17.76
"3775" 13330 1283 19970227 1 14.37
"3776" 13339 1284 19970217 1 15.36
"3777" 13339 1284 19970327 1 14.96
"3778" 13339 1284 19970416 1 12.97
"3779" 13343 1285 19970217 3 44.69
"3780" 13350 1286 19970217 1 26.99
"3781" 13350 1286 19970221 1 11.77
"3782" 13350 1286 19970318 1 16.36
"3783" 13350 1286 19970701 1 14.79
"3784" 13357 1287 19970217 2 31.72
"3785" 13372 1288 19970217 1 15.96
"3786" 13372 1288 19980531 4 50.73
"3787" 13375 1289 19970217 3 60.97
"3788" 13375 1289 19970402 1 25.37
"3789" 13386 1290 19970217 3 49.97
"3790" 13386 1290 19970225 4 69.96
"3791" 13386 1290 19970421 6 93.24
"3792" 13386 1290 19970808 4 86.33
"3793" 13386 1290 19970809 2 24.98
"3794" 13386 1290 19971023 2 48.98
"3795" 13386 1290 19971109 1 19.49
"3796" 13386 1290 19971113 8 114.92
"3797" 13386 1290 19971118 6 127.94
"3798" 13386 1290 19971209 2 26.48
"3799" 13386 1290 19980202 2 36.98
"3800" 13386 1290 19980302 2 24.98
"3801" 13386 1290 19980426 1 11.49
"3802" 13386 1290 19980506 1 18.49
"3803" 13386 1290 19980506 1 11.49
"3804" 13386 1290 19980527 2 78.98
"3805" 13386 1290 19980602 1 66.99
"3806" 13386 1290 19980623 3 63.47
"3807" 13391 1291 19970217 1 14.79
"3808" 13403 1292 19970217 3 36.11
"3809" 13403 1292 19970317 2 17.74
"3810" 13403 1292 19970415 1 10.77
"3811" 13403 1292 19970512 3 39.7
"3812" 13403 1292 19970529 2 26.94
"3813" 13403 1292 19970819 1 10.77
"3814" 13403 1292 19970920 1 12.99
"3815" 13403 1292 19971026 1 9.49
"3816" 13403 1292 19971109 2 35.98
"3817" 13403 1292 19971217 2 28.98
"3818" 13403 1292 19980208 3 39.55
"3819" 13403 1292 19980305 3 35.85
"3820" 13403 1292 19980325 3 43.47
"3821" 13403 1292 19980401 3 34.86
"3822" 13403 1292 19980408 2 24.98
"3823" 13403 1292 19980412 1 29.99
"3824" 13403 1292 19980421 3 47.97
"3825" 13403 1292 19980509 2 24.98
"3826" 13403 1292 19980516 1 10.49
"3827" 13403 1292 19980516 1 13.99
"3828" 13403 1292 19980517 1 10.49
"3829" 13403 1292 19980601 5 62.95
"3830" 13403 1292 19980601 1 9.99
"3831" 13403 1292 19980619 2 23.98
"3832" 13408 1293 19970217 1 0
"3833" 13413 1294 19970217 1 15.9
"3834" 13413 1294 19970330 2 17.54
"3835" 13417 1295 19970217 6 74.59
"3836" 13417 1295 19970916 2 28.48
"3837" 13417 1295 19980214 4 46.46
"3838" 13425 1296 19970217 1 23.77
"3839" 13425 1296 19970227 2 28.74
"3840" 13425 1296 19970412 1 11.77
"3841" 13425 1296 19970603 2 29.13
"3842" 13425 1296 19970830 3 44.3
"3843" 13425 1296 19971122 7 105.93
"3844" 13425 1296 19980529 6 70.33
"3845" 13425 1296 19980620 4 52.63
"3846" 13427 1297 19970217 2 31.53
"3847" 13427 1297 19971004 1 16.99
"3848" 13427 1297 19971216 1 12.49
"3849" 13435 1298 19970217 2 27.13
"3850" 13435 1298 19970825 1 13.97
"3851" 13435 1298 19970826 2 27.93
"3852" 13435 1298 19971207 3 53.97
"3853" 13435 1298 19971212 1 9.49
"3854" 13435 1298 19980119 4 54.95
"3855" 13435 1298 19980228 1 14.49
"3856" 13444 1299 19970217 4 145.74
"3857" 13458 1300 19970217 1 22.99
"3858" 13458 1300 19970316 3 50.84
"3859" 13458 1300 19970413 1 23.99
"3860" 13458 1300 19970601 1 25.32
"3861" 13458 1300 19970926 2 24.98
"3862" 1425 1301 19970218 1 17.3
"3863" 9651 1302 19970218 37 493.91
"3864" 12380 1303 19970218 2 23.94
"3865" 13304 1304 19970218 9 140.93
"3866" 13314 1305 19970218 3 52.97
"3867" 13314 1305 19970526 2 26.73
"3868" 13314 1305 19970719 2 41.74
"3869" 13476 1306 19970218 1 16.76
"3870" 13480 1307 19970218 2 27.94
"3871" 13480 1307 19970914 3 36.97
"3872" 13488 1308 19970218 8 106.18
"3873" 13489 1309 19970218 1 14.96
"3874" 13489 1309 19970624 1 16.36
"3875" 13504 1310 19970218 4 44.28
"3876" 13504 1310 19970314 13 246.51
"3877" 13504 1310 19970415 8 99.56
"3878" 13508 1311 19970218 7 126.37
"3879" 13526 1312 19970218 3 50.97
"3880" 13535 1313 19970218 1 13.97
"3881" 13535 1313 19970430 1 14.79
"3882" 13535 1313 19980510 1 12.72
"3883" 13547 1314 19970218 2 20.55
"3884" 13559 1315 19970218 3 41.9
"3885" 13567 1316 19970218 5 55.07
"3886" 13567 1316 19970318 2 23.74
"3887" 13567 1316 19970512 2 29.75
"3888" 13567 1316 19971029 3 38.97
"3889" 13567 1316 19980604 2 31.98
"3890" 13571 1317 19970218 5 62.44
"3891" 13571 1317 19970423 2 26.73
"3892" 13580 1318 19970218 2 36.73
"3893" 13598 1319 19970218 2 32.72
"3894" 13614 1320 19970218 2 27.28
"3895" 13614 1320 19970318 1 13.97
"3896" 13614 1320 19970324 1 14.96
"3897" 13614 1320 19970403 2 29.58
"3898" 13616 1321 19970218 2 29.98
"3899" 13629 1322 19970218 1 13.97
"3900" 13648 1323 19970218 2 29.27
"3901" 13663 1324 19970218 6 86.11
"3902" 13679 1325 19970218 2 29.98
"3903" 13698 1326 19970218 1 35.77
"3904" 13701 1327 19970218 2 26.56
"3905" 13701 1327 19970701 1 11.97
"3906" 13701 1327 19980623 2 22.98
"3907" 13709 1328 19970218 2 24.98
"3908" 13709 1328 19970911 1 23.49
"3909" 13709 1328 19971008 1 2.99
"3910" 13709 1328 19971207 2 22.98
"3911" 13709 1328 19980106 2 24.98
"3912" 13709 1328 19980617 2 27.98
"3913" 13710 1329 19970218 3 36.54
"3914" 13710 1329 19970305 1 13.97
"3915" 13710 1329 19970520 3 74.29
"3916" 13710 1329 19970803 3 34.52
"3917" 13710 1329 19970803 1 14.96
"3918" 13710 1329 19971227 1 15.49
"3919" 13710 1329 19980321 3 39.75
"3920" 13710 1329 19980501 2 29.36
"3921" 13719 1330 19970218 1 54.77
"3922" 13719 1330 19970526 1 11.77
"3923" 13719 1330 19970827 3 54.5
"3924" 13719 1330 19971119 2 25.48
"3925" 13719 1330 19980126 2 21.98
"3926" 13726 1331 19970218 1 24.99
"3927" 13739 1332 19970218 1 11.77
"3928" 13751 1333 19970218 1 5.78
"3929" 13764 1334 19970218 1 15.3
"3930" 13764 1334 19970322 1 15.3
"3931" 7606 1335 19970219 3 50.94
"3932" 12702 1336 19970219 1 12.49
"3933" 12702 1336 19970219 2 28.74
"3934" 13771 1337 19970219 1 15.36
"3935" 13786 1338 19970219 1 19.99
"3936" 13786 1338 19970308 1 13.97
"3937" 13786 1338 19970413 1 14.96
"3938" 13786 1338 19970706 2 29.33
"3939" 13786 1338 19970911 3 24.97
"3940" 13786 1338 19971113 3 38.97
"3941" 13794 1339 19970219 2 29.58
"3942" 13802 1340 19970219 1 11.77
"3943" 13802 1340 19970302 3 44.11
"3944" 13811 1341 19970219 1 13.97
"3945" 13811 1341 19970220 1 12.77
"3946" 13811 1341 19970227 3 42.31
"3947" 13811 1341 19970314 1 6.79
"3948" 13829 1342 19970219 1 11.77
"3949" 13844 1343 19970219 1 19.99
"3950" 13857 1344 19970219 2 29.73
"3951" 13857 1344 19971209 4 50.46
"3952" 13857 1344 19980121 4 70.96
"3953" 13869 1345 19970219 2 26.14
"3954" 13883 1346 19970219 1 12.79
"3955" 13898 1347 19970219 1 13.97
"3956" 13901 1348 19970219 3 33.72
"3957" 13901 1348 19970914 1 12.99
"3958" 13901 1348 19970921 1 31.49
"3959" 13901 1348 19970922 1 11.49
"3960" 13901 1348 19971002 2 25.48
"3961" 13901 1348 19980114 2 37.48
"3962" 13901 1348 19980128 2 48.51
"3963" 13901 1348 19980206 1 11.02
"3964" 13902 1349 19970219 1 14.79
"3965" 13902 1349 19970804 6 71.62
"3966" 13902 1349 19980302 6 88.44
"3967" 13902 1349 19980609 4 48.46
"3968" 13917 1350 19970219 1 20.97
"3969" 13924 1351 19970219 2 29.48
"3970" 13924 1351 19970226 1 14.37
"3971" 13938 1352 19970219 4 50.28
"3972" 13938 1352 19970921 3 41.47
"3973" 13938 1352 19971211 1 12.49
"3974" 13938 1352 19971211 1 22.99
"3975" 13938 1352 19980227 3 26.75
"3976" 13938 1352 19980616 1 28.49
"3977" 13939 1353 19970219 1 31.99
"3978" 13939 1353 19970222 1 15.36
"3979" 13939 1353 19970508 1 35.99
"3980" 13941 1354 19970219 1 13.97
"3981" 13941 1354 19971002 3 39.97
"3982" 13954 1355 19970219 1 11.77
"3983" 13954 1355 19970515 1 14.37
"3984" 13954 1355 19970808 3 45.1
"3985" 13954 1355 19971113 2 27.98
"3986" 13954 1355 19980427 2 27.48
"3987" 13954 1355 19980610 1 3.49
"3988" 13959 1356 19970219 3 33.51
"3989" 13959 1356 19971102 11 152.89
"3990" 13959 1356 19980328 5 66.95
"3991" 13978 1357 19970219 1 15.36
"3992" 13978 1357 19971113 1 11.49
"3993" 13995 1358 19970219 1 26
"3994" 14006 1359 19970219 2 27.73
"3995" 14006 1359 19970517 1 14.96
"3996" 14006 1359 19970620 3 40.7
"3997" 14006 1359 19970818 4 48.68
"3998" 14006 1359 19971106 3 41.47
"3999" 14006 1359 19980210 2 22.98
"4000" 14006 1359 19980501 3 36.47
"4001" 14006 1359 19980524 1 11.49
"4002" 14013 1360 19970219 1 14.79
"4003" 14021 1361 19970219 1 11.77
"4004" 14021 1361 19970921 1 12.99
"4005" 14029 1362 19970219 1 37.97
"4006" 14045 1363 19970219 1 14.37
"4007" 14045 1363 19970704 1 11.77
"4008" 14050 1364 19970219 1 14.37
"4009" 6242 1365 19970220 16 218.49
"4010" 6242 1365 19970302 7 120.47
"4011" 6242 1365 19970304 1 13.97
"4012" 6242 1365 19970305 3 44.73
"4013" 6242 1365 19970405 5 59.48
"4014" 6242 1365 19970626 6 60.56
"4015" 6242 1365 19970629 2 33.74
"4016" 6242 1365 19970708 2 42.15
"4017" 6242 1365 19970810 8 112.14
"4018" 6242 1365 19970922 6 65.44
"4019" 6242 1365 19971015 8 85.42
"4020" 6242 1365 19971021 3 37.47
"4021" 6242 1365 19971215 1 12.99
"4022" 6242 1365 19971229 5 80.95
"4023" 6242 1365 19980101 1 13.99
"4024" 6242 1365 19980110 1 38.49
"4025" 13454 1366 19970220 2 28.93
"4026" 14066 1367 19970220 1 13.97
"4027" 14069 1368 19970220 1 12.49
"4028" 14069 1368 19970323 4 62.58
"4029" 14069 1368 19970403 2 29.92
"4030" 14069 1368 19970415 1 14.37
"4031" 14069 1368 19970420 7 106.32
"4032" 14069 1368 19980205 3 42.36
"4033" 14088 1369 19970220 1 15.96
"4034" 14092 1370 19970220 1 9.97
"4035" 14092 1370 19970427 1 11.77
"4036" 14092 1370 19970803 2 26.14
"4037" 14111 1371 19970220 1 16.7
"4038" 14112 1372 19970220 3 42.31
"4039" 14112 1372 19970502 2 19.95
"4040" 14112 1372 19970531 2 29.92
"4041" 14112 1372 19970603 2 27.73
"4042" 14112 1372 19970628 2 28.34
"4043" 14112 1372 19970821 1 12.97
"4044" 14112 1372 19971004 2 22.98
"4045" 14112 1372 19971011 5 61.95
"4046" 14112 1372 19971109 3 44.97
"4047" 14112 1372 19980125 5 69.88
"4048" 14112 1372 19980317 1 9.49
"4049" 14112 1372 19980417 1 14.99
"4050" 14112 1372 19980612 4 46.53
"4051" 14131 1373 19970220 1 15.36
"4052" 14148 1374 19970220 3 27.71
"4053" 14162 1375 19970220 2 28.34
"4054" 14162 1375 19970329 2 27.94
"4055" 14168 1376 19970220 1 13.97
"4056" 14187 1377 19970220 1 27.99
"4057" 14206 1378 19970220 1 14.9
"4058" 14206 1378 19970731 1 5.78
"4059" 14211 1379 19970220 2 33.8
"4060" 14222 1380 19970220 4 81.96
"4061" 14223 1381 19970220 1 15.9
"4062" 14223 1381 19970508 2 29.92
"4063" 14223 1381 19970513 3 38.5
"4064" 14223 1381 19980415 1 9.49
"4065" 14243 1382 19970220 1 12.99
"4066" 14243 1382 19971110 1 15.49
"4067" 14259 1383 19970220 1 10.99
"4068" 14277 1384 19970220 4 58.28
"4069" 14294 1385 19970220 1 11.77
"4070" 14313 1386 19970220 1 15.76
"4071" 14314 1387 19970220 7 107.13
"4072" 14314 1387 19970222 1 18.76
"4073" 14314 1387 19970302 1 19.99
"4074" 14314 1387 19970816 5 70.83
"4075" 14314 1387 19970920 3 35.97
"4076" 14314 1387 19980101 1 3.49
"4077" 14314 1387 19980305 4 62.96
"4078" 14314 1387 19980323 3 54.97
"4079" 14314 1387 19980627 3 51.36
"4080" 14315 1388 19970220 2 21.56
"4081" 14315 1388 19970327 5 42.1
"4082" 14315 1388 19971022 1 22.49
"4083" 14315 1388 19980318 2 18.98
"4084" 14315 1388 19980530 5 37.65
