choice	gender	amount	freq	last	first	child	youth	cook	diy	art
0	0	473	30	12	66	3	0	5	1	0
0	1	302	4	2	8	0	1	0	0	0
0	1	170	12	1	12	0	0	1	0	0
0	1	288	20	1	20	0	1	0	0	0
0	0	51	2	2	8	0	0	2	0	0
0	0	388	14	10	54	4	1	2	0	0
0	1	67	10	2	14	0	0	1	0	0
0	1	62	8	1	8	0	0	0	0	1
0	0	60	14	4	32	1	1	2	0	0
0	1	132	18	1	18	0	0	0	0	0
0	1	107	18	1	18	0	0	0	1	0
0	1	175	8	1	8	0	0	0	0	0
0	0	184	4	2	6	0	0	2	0	0
0	1	113	12	1	12	0	0	1	0	0
0	1	163	10	2	12	1	0	0	1	0
0	1	300	14	7	46	2	1	4	0	0
0	1	194	14	2	22	0	0	0	0	2
0	1	237	12	1	12	0	0	0	0	0
0	1	328	6	4	16	0	1	2	0	1
0	0	286	14	2	18	0	0	0	0	1
0	1	68	16	1	16	0	0	0	0	1
0	1	247	12	2	18	0	0	0	1	0
0	0	46	12	2	16	1	0	1	0	0
0	0	163	6	3	22	2	0	0	1	0
0	1	309	10	2	18	0	0	1	1	0
0	1	299	14	2	18	1	0	1	0	0
0	1	275	14	1	14	0	0	0	0	0
0	1	268	12	2	18	0	1	1	0	0
0	1	345	10	8	44	1	1	2	2	0
0	0	282	14	2	18	0	0	0	1	1
0	1	340	12	6	30	2	1	1	0	0
0	1	91	10	5	26	3	0	0	1	1
0	1	434	34	11	66	4	1	4	1	0
0	0	232	14	4	30	1	1	1	0	0
0	1	242	24	6	58	0	0	2	2	0
0	0	278	4	2	10	1	1	0	0	0
0	0	34	10	2	16	1	0	0	1	0
0	1	239	12	8	58	1	1	3	1	0
0	1	329	14	3	24	0	0	1	0	2
0	1	263	10	1	10	1	0	0	0	0
0	0	138	14	5	30	2	2	0	1	0
0	1	364	16	8	60	0	1	3	0	1
0	0	192	34	2	40	1	1	0	0	0
0	1	180	14	2	18	0	0	1	0	0
0	0	258	8	10	44	2	2	2	3	0
0	1	260	20	2	22	0	0	2	0	0
0	1	124	16	2	22	2	0	0	0	0
0	1	167	18	5	32	1	0	1	3	0
0	1	75	14	2	22	0	0	1	0	0
0	1	266	2	1	2	0	0	1	0	0
0	0	243	4	1	4	0	0	0	0	0
0	0	40	22	1	22	0	0	0	1	0
0	0	273	8	3	16	0	1	2	0	0
0	1	88	8	3	16	2	0	0	1	0
0	0	33	2	2	4	0	1	0	0	0
0	1	16	12	1	12	0	0	1	0	0
0	1	123	10	1	10	0	1	0	0	0
0	1	286	18	8	40	2	0	3	1	0
0	1	217	2	1	2	0	1	0	0	0
0	1	207	8	1	8	0	0	0	0	0
0	1	267	26	2	28	2	0	0	0	0
0	1	192	34	6	52	0	0	3	2	1
0	0	44	2	2	10	0	0	0	1	1
0	1	208	16	2	20	1	0	1	0	0
0	0	211	32	1	32	0	0	0	0	0
0	1	237	10	2	16	1	0	0	1	0
0	0	236	14	1	14	0	0	0	0	0
0	1	115	12	1	12	0	1	0	0	0
0	1	218	14	8	48	1	0	3	1	1
0	1	138	8	1	8	1	0	0	0	0
0	0	191	6	10	56	1	1	4	1	1
0	0	123	8	1	8	0	0	0	0	1
0	1	261	6	10	54	1	1	4	1	1
0	1	185	8	2	12	2	0	0	0	0
0	1	320	16	5	42	0	1	3	0	0
0	0	213	4	4	22	1	0	1	0	0
0	0	199	10	1	10	1	0	0	0	0
0	1	167	4	11	58	2	3	4	1	0
0	1	82	4	1	4	0	0	0	0	1
0	1	404	18	7	38	1	1	4	1	0
0	0	155	10	8	44	1	1	2	2	2
0	0	215	16	1	16	1	0	0	0	0
0	0	26	32	1	32	0	0	1	0	0
0	1	59	8	1	8	0	0	1	0	0
0	1	121	8	2	12	0	1	0	0	0
0	1	300	14	1	14	0	0	1	0	0
0	0	191	20	1	20	0	1	0	0	0
0	1	124	12	1	12	0	1	0	0	0
0	1	78	12	1	12	0	0	1	0	0
0	1	168	4	1	4	0	1	0	0	0
0	1	41	12	2	18	1	1	0	0	0
0	1	130	10	1	10	0	0	0	1	0
0	1	235	14	1	14	1	0	0	0	0
0	1	241	22	1	22	0	0	1	0	0
0	1	295	8	2	14	1	0	1	0	0
0	0	321	16	10	46	4	1	1	1	2
0	0	326	22	4	38	2	0	0	1	0
0	1	34	10	2	12	0	1	1	0	0
0	0	130	14	2	22	0	0	1	0	0
0	1	195	12	2	16	1	0	0	0	1
0	1	230	2	1	2	1	0	0	0	0
0	0	210	34	1	34	0	0	1	0	0
0	0	405	14	9	50	3	1	4	0	0
0	1	143	10	1	10	1	0	0	0	0
0	1	141	24	2	28	0	0	0	0	0
0	1	297	12	1	12	0	0	0	1	0
0	1	119	10	5	26	1	1	1	0	1
0	0	115	16	2	20	1	0	0	1	0
0	1	153	32	2	38	0	0	1	0	0
0	0	142	12	1	12	0	0	0	1	0
0	0	224	16	2	18	0	1	1	0	0
0	0	98	12	3	22	0	1	0	1	1
0	1	393	14	12	78	2	0	6	1	1
0	1	206	18	4	36	1	1	2	0	0
0	1	219	12	6	34	2	1	0	0	2
0	1	219	34	8	78	1	0	3	2	1
0	1	325	4	10	56	2	0	4	2	1
0	0	191	12	1	12	0	0	0	0	0
0	0	81	10	2	12	0	1	0	1	0
0	1	320	10	2	18	0	1	0	0	0
0	1	281	30	1	30	0	0	0	0	1
0	1	247	4	1	4	0	0	1	0	0
0	0	303	14	3	28	0	0	2	0	0
0	1	204	4	1	4	0	0	0	0	0
0	1	247	14	2	18	0	0	2	0	0
0	1	305	14	8	56	0	1	4	2	0
0	1	32	12	1	12	0	0	0	1	0
0	1	30	14	1	14	1	0	0	0	0
0	1	41	14	1	14	1	0	0	0	0
0	1	190	14	10	72	0	0	4	2	2
0	1	42	12	2	18	0	0	2	0	0
0	1	63	24	2	26	0	0	1	1	0
0	1	277	12	5	36	1	0	2	2	0
0	0	161	20	1	20	1	0	0	0	0
0	1	126	8	2	16	0	0	0	1	0
0	0	47	2	2	4	0	2	0	0	0
0	1	247	10	1	10	1	0	0	0	0
0	1	260	30	2	38	0	0	1	0	1
0	1	213	6	1	6	0	0	1	0	0
0	1	312	14	1	14	0	0	1	0	0
0	1	252	16	1	16	0	0	1	0	0
0	1	240	6	12	46	4	1	2	3	2
0	1	127	4	2	6	2	0	0	0	0
0	0	179	24	1	24	0	0	0	1	0
0	0	54	12	1	12	1	0	0	0	0
0	0	108	10	2	12	0	0	1	1	0
0	1	82	4	3	20	1	1	1	0	0
0	1	42	10	2	16	0	0	0	1	0
0	1	214	22	2	26	0	1	1	0	0
0	1	284	30	1	30	0	1	0	0	0
0	0	302	14	12	48	3	1	5	0	1
0	1	307	34	1	34	0	0	1	0	0
0	1	277	14	2	20	1	0	1	0	0
0	0	150	12	2	18	0	0	0	2	0
0	1	104	18	1	18	1	0	0	0	0
0	0	317	16	2	22	1	0	0	1	0
0	1	100	20	2	26	1	0	0	0	0
0	0	183	30	5	44	2	0	0	1	0
0	0	118	14	2	22	1	0	0	1	0
0	1	79	20	1	20	0	0	1	0	0
0	0	141	2	2	4	0	0	2	0	0
0	0	292	16	1	16	0	1	0	0	0
0	1	227	4	1	4	0	1	0	0	0
0	1	254	36	7	68	0	0	3	0	2
0	1	272	4	12	30	5	0	3	1	0
0	0	60	8	2	14	0	0	2	0	0
0	1	181	16	1	16	0	0	0	1	0
0	0	328	34	9	62	1	0	4	2	0
0	0	115	4	2	10	0	0	1	1	0
0	1	156	14	1	14	0	0	1	0	0
0	1	287	30	1	30	0	0	0	0	0
0	1	116	28	1	28	0	0	1	0	0
0	1	79	6	2	14	2	0	0	0	0
0	1	151	14	1	14	0	0	0	1	0
0	1	173	8	11	66	4	0	3	2	1
0	1	224	8	1	8	0	0	1	0	0
0	1	228	16	11	52	4	0	3	2	0
0	0	143	12	3	26	2	0	0	1	0
0	1	214	6	5	20	2	0	1	0	0
0	1	305	2	2	6	1	0	1	0	0
0	0	371	4	6	38	2	2	1	0	1
0	0	225	18	1	18	1	0	0	0	0
0	1	161	14	1	14	0	0	0	1	0
0	1	54	8	1	8	0	0	0	0	1
0	0	253	16	2	20	1	0	0	0	0
0	0	155	10	1	10	1	0	0	0	0
0	1	160	22	6	42	1	0	2	1	1
0	1	281	14	1	14	0	0	1	0	0
0	1	72	12	2	18	1	0	0	0	0
0	1	177	30	1	30	0	0	1	0	0
0	1	84	14	2	22	1	0	0	1	0
0	0	180	12	1	12	0	0	0	1	0
0	1	195	6	1	6	1	0	0	0	0
0	1	325	10	2	12	0	0	0	0	0
0	1	180	4	2	6	1	0	0	1	0
0	1	158	10	1	10	0	0	1	0	0
0	0	323	8	4	20	1	0	2	0	0
0	0	112	16	1	16	0	0	0	0	0
0	1	304	12	2	16	0	0	1	0	1
0	0	219	12	7	42	2	1	2	1	1
0	1	238	10	1	10	0	0	1	0	0
0	0	226	14	2	20	0	0	1	1	0
0	0	220	28	2	32	0	0	2	0	0
0	1	143	4	2	12	0	0	0	1	1
0	1	274	10	8	26	2	1	2	2	1
0	0	154	12	10	44	1	1	2	2	1
0	1	302	16	11	62	3	3	1	2	1
0	0	188	10	9	50	1	1	2	3	1
0	1	53	26	2	32	1	1	0	0	0
0	1	198	26	2	30	1	0	0	0	1
0	1	256	12	5	32	3	1	0	1	0
0	1	248	10	2	12	0	0	0	0	0
0	0	350	12	5	38	0	0	2	3	0
0	1	217	36	2	44	0	0	0	1	1
0	0	231	14	2	18	0	1	0	1	0
0	0	119	34	7	66	1	0	4	0	0
0	1	253	6	12	38	8	0	1	1	0
0	0	295	14	1	14	1	0	0	0	0
0	0	276	24	2	28	0	0	1	0	0
0	1	218	14	1	14	0	0	0	1	0
0	1	202	8	4	30	4	0	0	0	0
0	0	232	8	1	8	1	0	0	0	0
0	1	247	32	2	40	1	1	0	0	0
0	1	310	12	2	18	0	1	1	0	0
0	1	298	12	4	24	1	0	0	1	1
0	1	161	2	1	2	0	0	1	0	0
0	0	122	16	1	16	0	0	1	0	0
0	1	34	10	1	10	1	0	0	0	0
0	1	191	10	2	12	1	0	0	0	0
0	0	103	18	2	24	1	0	1	0	0
0	1	127	10	2	18	0	0	1	0	0
0	1	106	16	1	16	0	0	1	0	0
0	0	102	2	2	8	1	0	0	0	0
0	1	301	6	1	6	0	1	0	0	0
0	0	228	6	2	8	0	0	1	0	0
0	0	263	12	1	12	0	0	1	0	0
0	1	80	6	2	14	0	1	0	1	0
0	0	256	16	8	60	3	0	3	1	1
0	1	229	18	1	18	0	0	1	0	0
0	1	67	12	1	12	0	0	1	0	0
0	0	292	12	4	28	3	0	0	0	0
0	1	320	6	3	18	1	1	0	0	0
0	1	241	30	1	30	0	1	0	0	0
0	0	312	14	1	14	0	0	1	0	0
0	1	261	22	2	30	0	0	1	0	0
0	1	273	16	1	16	1	0	0	0	0
0	0	163	6	2	14	2	0	0	0	0
0	0	198	30	1	30	0	0	0	1	0
0	1	234	14	2	16	0	0	2	0	0
0	0	232	16	1	16	0	0	1	0	0
0	0	271	14	1	14	0	0	0	0	0
0	1	148	28	3	40	1	0	1	0	1
0	1	273	16	10	70	5	0	1	1	0
0	1	94	8	3	26	0	1	1	0	0
0	0	284	18	7	44	3	1	3	0	0
0	0	152	18	1	18	1	0	0	0	0
0	0	35	6	2	10	0	1	1	0	0
0	1	242	16	12	80	3	0	4	2	0
0	1	28	12	1	12	1	0	0	0	0
0	1	226	22	1	22	0	0	1	0	0
0	0	34	4	2	10	1	0	0	0	0
0	1	32	12	2	18	0	0	2	0	0
0	1	150	30	1	30	0	0	0	1	0
0	1	102	28	1	28	0	1	0	0	0
0	1	394	8	11	72	4	1	3	1	2
0	0	399	8	10	54	1	1	4	1	2
0	1	257	16	2	24	1	1	0	0	0
0	1	250	24	2	28	2	0	0	0	0
0	0	83	18	1	18	1	0	0	0	0
0	1	221	2	1	2	0	0	0	0	0
0	0	271	16	3	26	2	0	0	0	1
0	1	366	10	12	70	3	1	2	3	1
0	1	300	14	1	14	0	0	1	0	0
0	0	262	10	12	34	1	3	2	3	0
0	1	287	8	2	14	1	1	0	0	0
0	0	89	4	2	8	0	0	0	0	1
0	1	32	16	1	16	0	0	0	1	0
0	1	142	16	6	46	2	1	0	1	2
0	1	278	20	1	20	0	0	0	0	0
0	0	175	4	1	4	1	0	0	0	0
0	1	203	16	2	24	1	0	1	0	0
0	0	205	2	2	8	0	0	1	0	0
0	1	33	12	2	14	0	1	0	1	0
0	1	176	4	1	4	0	0	1	0	0
0	1	284	10	1	10	0	0	1	0	0
0	0	46	2	1	2	1	0	0	0	0
0	1	323	12	7	44	2	0	2	2	0
0	0	262	2	3	12	2	1	0	0	0
0	1	59	8	1	8	0	0	0	1	0
0	1	88	30	2	38	0	1	0	0	1
0	1	263	4	12	66	2	0	3	1	4
0	1	96	4	2	12	0	0	0	0	1
0	0	269	16	3	30	0	0	2	1	0
0	1	410	16	9	66	2	0	3	1	1
0	0	289	14	1	14	0	0	0	0	0
0	1	176	12	1	12	0	1	0	0	0
0	1	186	24	1	24	0	0	0	1	0
0	0	222	2	6	24	0	2	0	2	0
0	1	369	4	5	28	2	1	1	0	0
0	1	447	8	10	38	1	2	2	1	1
0	0	301	24	3	32	1	1	1	0	0
0	1	128	18	2	24	0	0	1	0	1
0	1	144	16	2	22	2	0	0	0	0
0	0	65	12	2	16	1	1	0	0	0
0	1	229	10	2	12	0	2	0	0	0
0	0	71	20	2	24	0	0	0	0	0
0	1	120	4	1	4	1	0	0	0	0
0	1	158	16	2	18	1	0	0	0	0
0	1	204	14	1	14	1	0	0	0	0
0	0	81	20	1	20	0	0	1	0	0
0	1	111	8	1	8	1	0	0	0	0
0	0	190	10	1	10	1	0	0	0	0
0	0	264	16	8	62	2	1	3	0	1
0	1	174	12	8	54	3	1	2	1	0
0	0	360	34	7	52	3	0	1	0	1
0	0	124	12	2	14	0	1	1	0	0
0	1	216	10	1	10	1	0	0	0	0
0	0	310	8	4	32	1	0	0	1	0
0	1	222	12	1	12	0	0	0	1	0
0	1	222	10	1	10	0	1	0	0	0
0	1	172	16	3	32	0	0	2	1	0
0	1	346	16	6	30	0	1	4	0	0
0	1	157	16	1	16	0	0	0	1	0
0	1	240	12	2	14	1	0	1	0	0
0	0	170	24	2	30	0	0	2	0	0
0	0	289	6	5	16	5	0	0	0	0
0	0	382	4	8	50	3	3	0	0	1
0	0	346	16	5	42	0	0	3	1	0
0	0	280	34	1	34	0	0	1	0	0
0	0	92	22	2	24	1	0	0	1	0
0	0	132	18	2	20	0	0	1	0	0
0	0	238	16	1	16	1	0	0	0	0
0	1	78	2	2	10	0	1	1	0	0
0	0	21	10	1	10	0	0	0	1	0
0	1	93	12	1	12	0	1	0	0	0
0	1	133	10	1	10	0	0	0	1	0
0	1	158	2	3	10	1	0	2	0	0
0	1	202	16	11	40	0	0	3	1	1
0	1	45	14	2	16	0	1	0	0	0
0	1	182	10	1	10	0	0	0	0	0
0	1	200	26	2	32	1	0	0	0	0
0	1	34	16	2	24	0	0	2	0	0
0	1	182	14	2	18	0	1	1	0	0
0	1	266	12	3	30	2	1	0	0	0
0	0	285	16	3	22	2	0	0	1	0
0	1	87	22	2	24	0	0	1	0	0
0	1	293	2	9	26	0	1	2	2	1
0	1	105	24	2	30	1	1	0	0	0
0	1	295	6	9	56	2	0	1	3	1
0	1	165	14	2	22	1	0	1	0	0
0	1	187	2	8	18	3	0	2	2	0
0	0	155	18	1	18	1	0	0	0	0
0	1	283	2	1	2	0	0	1	0	0
0	0	314	14	2	16	0	0	0	1	1
0	1	276	10	2	14	0	0	0	1	1
0	0	279	12	3	18	1	0	2	0	0
0	1	218	6	1	6	0	0	1	0	0
0	1	262	12	1	12	0	0	0	1	0
0	1	349	2	7	28	2	0	2	1	1
0	1	151	10	1	10	0	0	1	0	0
0	1	199	14	2	16	0	0	1	0	0
0	0	225	4	1	4	0	1	0	0	0
0	1	189	12	1	12	0	0	0	1	0
0	1	254	8	8	50	3	0	1	0	1
0	1	192	12	2	16	0	0	1	0	1
0	1	143	16	7	50	0	1	1	3	2
0	1	240	14	1	14	1	0	0	0	0
0	1	61	8	4	28	0	0	1	3	0
0	1	187	2	8	44	3	1	3	1	0
0	1	276	14	1	14	0	1	0	0	0
0	1	211	6	4	24	0	1	1	1	0
0	1	246	2	5	20	2	1	0	1	0
0	1	165	12	5	22	2	1	1	1	0
0	1	213	10	2	16	0	1	0	0	0
0	1	45	8	1	8	1	0	0	0	0
0	1	169	16	1	16	1	0	0	0	0
0	1	38	14	1	14	0	0	1	0	0
0	1	341	4	6	18	2	1	0	1	0
0	1	243	14	10	62	4	0	1	2	1
0	1	315	36	11	58	2	3	2	2	0
0	1	228	8	10	46	4	0	3	2	0
0	1	224	16	1	16	0	0	1	0	0
0	1	131	14	1	14	0	1	0	0	0
0	1	103	28	1	28	0	0	0	0	1
0	0	223	16	2	20	1	0	0	0	1
0	1	218	4	4	24	2	1	0	1	0
0	0	396	4	10	28	4	1	3	1	1
0	1	247	8	2	12	1	0	0	0	1
0	1	36	12	1	12	0	0	1	0	0
0	1	215	6	1	6	0	0	0	0	1
0	1	202	26	1	26	0	0	1	0	0
0	0	61	14	1	14	1	0	0	0	0
0	1	200	10	1	10	0	0	0	1	0
0	1	162	6	5	22	0	1	3	0	0
0	1	269	12	3	28	2	0	0	1	0
0	0	212	12	2	20	0	0	1	0	1
0	1	262	14	1	14	0	0	1	0	0
0	1	222	14	3	24	0	2	1	0	0
0	0	158	8	1	8	1	0	0	0	0
0	1	292	12	1	12	0	0	1	0	0
0	0	308	6	1	6	1	0	0	0	0
0	0	137	36	1	36	0	0	0	0	1
0	1	114	16	1	16	0	0	0	0	1
0	0	218	6	1	6	0	0	1	0	0
0	0	156	6	2	14	0	0	1	0	0
0	0	268	2	1	2	0	0	0	0	0
0	1	44	16	2	20	0	0	0	1	1
0	1	268	2	1	2	0	0	0	1	0
0	1	118	16	1	16	1	0	0	0	0
0	1	122	14	1	14	1	0	0	0	0
0	1	187	10	5	30	1	1	1	0	0
0	0	159	12	2	16	0	0	0	0	2
0	1	224	32	1	32	0	0	0	1	0
0	1	114	12	1	12	0	0	0	0	1
0	1	218	2	2	8	1	0	0	1	0
0	1	55	14	2	20	1	0	0	0	0
0	1	315	14	5	34	3	0	1	0	0
0	1	281	6	4	14	1	0	0	1	0
0	0	282	8	6	24	3	0	1	0	1
0	1	40	14	1	14	0	0	1	0	0
0	0	172	4	2	8	0	0	0	2	0
0	0	216	22	1	22	0	0	0	0	1
0	0	148	32	2	38	0	1	0	1	0
0	1	174	6	1	6	0	0	1	0	0
0	0	181	12	1	12	0	0	0	1	0
0	1	298	30	2	34	1	0	0	1	0
0	0	181	10	2	16	1	0	0	0	1
0	0	135	16	1	16	0	0	1	0	0
0	1	382	6	11	64	3	0	3	1	3
0	0	108	26	2	28	0	0	1	1	0
0	0	145	2	1	2	0	0	1	0	0
0	0	320	30	2	34	2	0	0	0	0
0	0	401	6	8	40	3	0	2	3	0
0	1	296	12	1	12	0	0	1	0	0
0	1	287	12	2	18	0	1	1	0	0
0	1	142	6	2	8	1	0	0	0	0
0	1	214	2	1	2	0	0	0	0	1
0	1	204	14	1	14	0	0	1	0	0
0	1	183	2	1	2	0	0	0	0	1
0	1	196	10	5	32	2	0	2	0	1
0	1	254	14	3	28	0	1	0	0	2
0	1	297	12	1	12	0	0	0	0	1
0	1	219	10	2	18	0	0	2	0	0
0	1	71	4	2	12	1	0	0	1	0
0	1	233	34	1	34	0	0	0	0	1
0	1	99	14	2	16	0	0	0	2	0
0	1	26	16	1	16	0	0	1	0	0
0	1	211	14	1	14	0	0	1	0	0
0	1	232	10	1	10	0	0	0	1	0
0	0	56	16	1	16	0	0	0	1	0
0	1	78	14	2	20	0	0	2	0	0
0	1	166	12	11	36	1	1	1	3	2
0	1	159	16	2	20	1	0	0	0	0
0	0	290	12	2	18	0	1	0	0	0
0	1	272	10	2	12	0	1	1	0	0
0	0	310	12	2	18	0	0	1	0	0
0	1	314	12	9	66	3	0	3	2	0
0	0	33	26	1	26	1	0	0	0	0
0	1	108	12	6	32	3	0	1	0	1
0	1	53	8	1	8	0	0	0	1	0
0	1	151	12	2	16	1	0	1	0	0
0	1	117	8	2	14	0	0	0	2	0
0	1	127	26	2	34	0	0	2	0	0
0	1	247	12	1	12	0	1	0	0	0
0	1	243	8	2	10	1	0	0	1	0
0	0	255	32	8	60	0	2	3	2	0
0	1	169	10	2	18	0	0	0	1	1
0	1	60	12	2	14	1	0	1	0	0
0	1	202	8	2	14	0	1	0	0	0
0	0	200	34	1	34	1	0	0	0	0
0	1	301	36	7	62	1	1	2	1	2
0	1	132	6	2	8	0	0	1	0	0
0	1	173	10	2	16	2	0	0	0	0
0	1	312	8	2	10	1	0	1	0	0
0	1	104	28	1	28	0	0	0	1	0
0	1	130	14	2	22	0	0	1	0	0
0	0	127	36	1	36	0	0	0	0	0
0	1	140	8	1	8	1	0	0	0	0
0	1	383	16	8	50	1	2	2	0	2
0	1	221	14	2	22	1	0	1	0	0
0	0	273	14	5	30	1	0	2	0	1
0	1	146	36	1	36	0	0	0	1	0
0	1	233	14	4	28	0	0	3	0	1
0	1	102	2	2	4	1	0	1	0	0
0	1	276	24	2	32	0	0	0	2	0
0	1	268	8	1	8	0	0	0	1	0
0	1	175	36	1	36	0	0	0	0	0
0	1	132	20	3	36	1	0	1	0	1
0	1	231	2	2	8	0	0	0	1	0
0	0	382	6	6	40	1	1	3	0	1
0	1	95	16	1	16	0	0	0	0	0
0	1	147	4	1	4	1	0	0	0	0
0	0	93	16	1	16	1	0	0	0	0
0	1	367	12	11	70	5	1	3	0	0
0	1	199	12	1	12	0	0	0	0	0
0	1	137	18	2	20	1	0	0	0	0
0	1	239	6	3	14	2	0	0	0	1
0	1	117	32	2	36	0	0	1	1	0
0	1	192	10	2	12	1	0	1	0	0
0	1	192	8	1	8	0	0	0	1	0
0	0	310	12	2	18	1	0	0	0	0
0	0	189	6	2	12	0	1	0	0	1
0	0	298	12	1	12	0	0	0	1	0
0	1	44	2	1	2	0	1	0	0	0
0	1	78	10	2	14	1	0	1	0	0
0	0	49	2	1	2	0	0	0	1	0
0	1	125	6	2	8	1	0	1	0	0
0	0	287	4	1	4	1	0	0	0	0
0	1	152	4	8	38	2	1	2	2	0
0	1	277	10	3	22	1	0	1	1	0
0	0	215	16	1	16	0	0	1	0	0
0	1	303	16	2	22	0	0	1	0	1
0	1	71	10	1	10	0	0	0	0	0
0	1	191	22	2	24	0	0	1	1	0
0	1	98	8	1	8	1	0	0	0	0
0	0	244	20	4	38	0	1	0	0	0
0	1	32	16	1	16	0	1	0	0	0
0	1	268	16	9	44	5	0	3	0	0
0	0	132	12	1	12	0	0	0	0	1
0	1	370	28	11	86	3	1	3	2	0
0	1	335	6	12	54	5	2	2	2	1
0	1	244	6	1	6	0	1	0	0	0
0	1	185	12	2	20	0	0	2	0	0
0	1	196	30	2	32	0	1	0	1	0
0	1	157	12	1	12	0	0	0	0	0
0	1	156	28	2	32	0	0	1	0	0
0	1	219	18	8	40	2	0	4	1	0
0	1	281	2	1	2	0	0	0	0	0
0	1	294	16	1	16	0	0	0	1	0
0	1	154	10	2	12	0	0	0	1	0
0	1	84	4	1	4	0	0	1	0	0
0	0	185	10	2	12	1	0	1	0	0
0	0	102	2	1	2	0	0	0	1	0
0	0	192	12	2	16	1	0	1	0	0
0	0	131	10	2	16	2	0	0	0	0
0	0	230	12	2	18	0	1	0	0	1
0	1	266	2	3	18	0	0	1	2	0
0	1	252	6	2	14	1	0	0	0	0
0	1	113	8	2	14	0	0	2	0	0
0	1	106	30	1	30	1	0	0	0	0
0	1	158	16	7	44	0	2	1	2	0
0	1	231	6	9	44	2	1	3	1	2
0	1	301	16	1	16	0	0	1	0	0
0	1	361	14	9	46	0	0	4	2	1
0	1	135	6	1	6	0	1	0	0	0
0	0	221	22	2	24	0	0	2	0	0
0	0	261	18	2	24	1	0	1	0	0
0	0	197	12	7	48	3	1	0	0	1
0	1	273	10	1	10	0	0	1	0	0
0	1	274	36	2	42	0	1	0	0	0
0	0	149	10	1	10	1	0	0	0	0
0	1	91	28	2	30	0	0	1	0	0
0	1	76	6	1	6	0	1	0	0	0
0	1	65	18	1	18	0	0	0	0	0
0	0	49	16	3	22	1	0	0	1	1
0	1	88	6	2	10	1	1	0	0	0
0	0	89	8	2	14	0	0	0	0	1
0	0	105	12	6	30	1	2	3	0	0
0	1	279	28	1	28	0	0	0	0	1
0	1	23	34	1	34	0	0	0	0	0
0	1	78	8	2	12	0	0	0	0	1
0	1	110	14	2	18	1	0	1	0	0
0	0	241	4	1	4	0	0	0	0	1
0	0	251	4	8	38	4	0	1	1	0
0	0	199	24	2	26	0	1	0	0	1
0	0	176	4	5	14	1	0	3	0	0
0	1	303	10	2	14	1	0	0	0	0
0	1	120	12	1	12	1	0	0	0	0
0	1	167	16	1	16	1	0	0	0	0
0	1	136	16	2	22	0	0	0	1	0
0	1	91	14	1	14	0	0	1	0	0
0	1	201	10	1	10	0	0	1	0	0
0	1	238	4	2	8	1	0	0	1	0
0	1	188	10	1	10	0	0	0	0	1
0	1	264	12	3	18	2	0	0	1	0
0	1	353	32	6	44	1	1	0	1	0
0	0	295	8	1	8	0	0	1	0	0
0	1	138	14	2	22	1	1	0	0	0
0	1	133	6	1	6	1	0	0	0	0
0	0	199	16	7	44	1	2	2	1	1
0	1	182	16	2	22	0	0	2	0	0
0	1	27	12	1	12	0	1	0	0	0
0	1	273	10	1	10	0	0	1	0	0
0	0	315	16	2	22	0	1	1	0	0
0	1	122	2	2	10	1	0	1	0	0
0	0	230	6	2	10	1	1	0	0	0
0	1	316	4	2	10	1	0	0	1	0
0	1	218	10	2	16	1	0	1	0	0
0	1	198	8	1	8	0	0	0	0	0
0	0	371	22	6	54	1	4	0	0	0
0	1	189	30	6	60	1	0	2	0	2
0	0	165	8	2	14	1	0	1	0	0
0	1	93	10	1	10	0	0	0	0	1
0	1	277	16	1	16	0	1	0	0	0
0	1	120	14	1	14	0	0	1	0	0
0	1	278	14	1	14	0	0	0	1	0
0	1	304	16	1	16	0	0	0	0	1
0	1	92	12	2	16	0	1	1	0	0
0	0	313	4	1	4	0	0	0	0	0
0	1	185	16	4	30	1	1	1	1	0
0	1	211	24	2	28	0	1	0	1	0
0	0	239	16	2	22	1	0	0	0	0
0	0	88	10	3	26	1	0	1	0	1
0	1	229	16	1	16	0	0	0	0	0
0	1	262	2	8	30	1	0	3	0	1
0	1	288	32	6	66	0	1	3	0	2
0	1	151	4	1	4	1	0	0	0	0
0	1	310	6	1	6	0	0	0	1	0
0	0	260	18	1	18	0	0	1	0	0
0	1	88	8	2	16	0	0	2	0	0
0	1	51	28	2	36	0	0	0	0	0
0	0	166	12	1	12	0	0	1	0	0
0	1	38	12	1	12	0	1	0	0	0
0	1	96	12	1	12	0	0	0	0	0
0	0	124	2	4	22	0	1	1	2	0
0	1	223	8	4	20	1	1	2	0	0
0	1	118	16	1	16	0	0	0	0	0
0	1	116	26	1	26	0	0	0	0	0
0	1	154	8	7	24	3	0	2	0	1
0	1	82	16	1	16	1	0	0	0	0
0	0	296	24	6	42	0	1	3	2	0
0	0	177	2	1	2	1	0	0	0	0
0	1	86	8	1	8	0	0	0	1	0
0	1	202	12	1	12	1	0	0	0	0
0	1	78	26	1	26	0	0	0	1	0
0	1	70	12	1	12	0	1	0	0	0
0	1	192	12	1	12	0	0	1	0	0
0	0	288	16	2	22	0	0	1	1	0
0	1	131	14	2	22	1	0	1	0	0
0	1	113	36	2	42	1	0	1	0	0
0	0	190	18	1	18	0	0	0	1	0
0	1	93	12	1	12	0	0	1	0	0
0	1	59	18	2	22	0	1	0	0	1
0	0	96	12	4	28	2	1	0	0	0
0	0	82	12	2	20	2	0	0	0	0
