id	Alternatives	choice	price	energy_loss	maintenance	warranty	spare_parts	ease_install	problem_solving	quality	DA	DB	DC	DD	volume	district
58	ABB	1.0	3.0	4.0	6.0	8.0	8.0	6.0	6.0	4.0	1.0	0.0	0.0	0	700	3
58	GE	0.0	1.0	3.0	5.0	3.0	4.0	5.0	4.0	2.0	0.0	1.0	0.0	0	700	3
58	Westinghouse	0.0	4.0	3.0	6.0	6.0	5.0	2.0	6.0	5.0	0.0	0.0	1.0	0	700	3
58	Edison	0.0	2.0	3.0	2.0	2.0	2.0	5.0	3.0	2.0	0.0	0.0	0.0	1	700	3
59	ABB	0.0	4.0	4.0	4.0	5.0	3.0	5.0	6.0	4.0	1.0	0.0	0.0	0	65	2
59	GE	0.0	1.0	3.0	6.0	7.0	5.0	7.0	6.0	2.0	0.0	1.0	0.0	0	65	2
59	Westinghouse	1.0	4.0	5.0	5.0	6.0	4.0	8.0	6.0	4.0	0.0	0.0	1.0	0	65	2
59	Edison	0.0	4.0	4.0	5.0	9.0	4.0	5.0	6.0	3.0	0.0	0.0	0.0	1	65	2
60	ABB	0.0	4.0	4.0	6.0	7.0	5.0	4.0	6.0	4.0	1.0	0.0	0.0	0	464	1
60	GE	1.0	7.0	7.0	4.0	4.0	4.0	3.0	6.0	7.0	0.0	1.0	0.0	0	464	1
60	Westinghouse	0.0	3.0	3.0	7.0	9.0	7.0	5.0	6.0	4.0	0.0	0.0	1.0	0	464	1
60	Edison	0.0	4.0	4.0	4.0	2.0	4.0	5.0	4.0	4.0	0.0	0.0	0.0	1	464	1
61	ABB	1.0	6.0	5.0	6.0	5.0	4.0	4.0	6.0	5.0	1.0	0.0	0.0	0	462	3
61	GE	0.0	2.0	4.0	5.0	5.0	4.0	9.0	6.0	4.0	0.0	1.0	0.0	0	462	3
61	Westinghouse	0.0	6.0	6.0	5.0	6.0	4.0	4.0	5.0	5.0	0.0	0.0	1.0	0	462	3
61	Edison	0.0	5.0	5.0	4.0	3.0	5.0	5.0	5.0	5.0	0.0	0.0	0.0	1	462	3
62	ABB	0.0	4.0	4.0	4.0	1.0	3.0	8.0	4.0	4.0	1.0	0.0	0.0	0	289	2
62	GE	0.0	3.0	3.0	4.0	2.0	5.0	3.0	4.0	4.0	0.0	1.0	0.0	0	289	2
62	Westinghouse	1.0	4.0	6.0	5.0	2.0	2.0	6.0	5.0	5.0	0.0	0.0	1.0	0	289	2
62	Edison	0.0	1.0	1.0	5.0	3.0	3.0	2.0	4.0	3.0	0.0	0.0	0.0	1	289	2
63	ABB	0.0	4.0	5.0	5.0	5.0	7.0	2.0	6.0	4.0	1.0	0.0	0.0	0	198	2
63	GE	0.0	4.0	5.0	6.0	6.0	7.0	4.0	7.0	4.0	0.0	1.0	0.0	0	198	2
63	Westinghouse	1.0	6.0	6.0	6.0	8.0	5.0	5.0	7.0	6.0	0.0	0.0	1.0	0	198	2
63	Edison	0.0	6.0	7.0	5.0	6.0	6.0	4.0	6.0	7.0	0.0	0.0	0.0	1	198	2
64	ABB	0.0	3.0	4.0	5.0	4.0	5.0	2.0	5.0	3.0	1.0	0.0	0.0	0	438	1
64	GE	1.0	4.0	4.0	5.0	4.0	3.0	7.0	5.0	4.0	0.0	1.0	0.0	0	438	1
64	Westinghouse	0.0	4.0	4.0	5.0	2.0	6.0	3.0	4.0	4.0	0.0	0.0	1.0	0	438	1
64	Edison	0.0	4.0	5.0	5.0	2.0	4.0	2.0	5.0	4.0	0.0	0.0	0.0	1	438	1
65	ABB	0.0	6.0	5.0	6.0	6.0	3.0	3.0	7.0	6.0	1.0	0.0	0.0	0	504	1
65	GE	0.0	6.0	7.0	6.0	5.0	4.0	3.0	7.0	5.0	0.0	1.0	0.0	0	504	1
65	Westinghouse	0.0	5.0	5.0	7.0	6.0	6.0	7.0	6.0	6.0	0.0	0.0	1.0	0	504	1
65	Edison	1.0	7.0	6.0	6.0	4.0	6.0	9.0	7.0	7.0	0.0	0.0	0.0	1	504	1
66	ABB	0.0	3.0	4.0	6.0	5.0	8.0	5.0	6.0	4.0	1.0	0.0	0.0	0	9793	3
66	GE	1.0	4.0	5.0	5.0	4.0	5.0	6.0	5.0	4.0	0.0	1.0	0.0	0	9793	3
66	Westinghouse	0.0	4.0	4.0	4.0	5.0	5.0	2.0	5.0	5.0	0.0	0.0	1.0	0	9793	3
66	Edison	0.0	3.0	4.0	5.0	6.0	4.0	6.0	5.0	3.0	0.0	0.0	0.0	1	9793	3
67	ABB	0.0	4.0	4.0	6.0	5.0	4.0	4.0	7.0	5.0	1.0	0.0	0.0	0	676	3
67	GE	0.0	5.0	5.0	5.0	2.0	3.0	8.0	5.0	5.0	0.0	1.0	0.0	0	676	3
67	Westinghouse	0.0	2.0	3.0	5.0	1.0	6.0	4.0	3.0	3.0	0.0	0.0	1.0	0	676	3
67	Edison	1.0	4.0	5.0	7.0	7.0	4.0	5.0	6.0	4.0	0.0	0.0	0.0	1	676	3
68	ABB	0.0	4.0	5.0	6.0	7.0	5.0	5.0	7.0	5.0	1.0	0.0	0.0	0	37	1
68	GE	1.0	4.0	5.0	7.0	8.0	6.0	8.0	7.0	5.0	0.0	1.0	0.0	0	37	1
68	Westinghouse	0.0	5.0	4.0	5.0	5.0	4.0	5.0	6.0	5.0	0.0	0.0	1.0	0	37	1
68	Edison	0.0	5.0	5.0	6.0	2.0	6.0	1.0	5.0	5.0	0.0	0.0	0.0	1	37	1
69	ABB	1.0	3.0	5.0	7.0	9.0	6.0	3.0	7.0	4.0	1.0	0.0	0.0	0	528	1
69	GE	0.0	5.0	6.0	5.0	3.0	5.0	6.0	5.0	5.0	0.0	1.0	0.0	0	528	1
69	Westinghouse	0.0	3.0	4.0	4.0	3.0	3.0	8.0	5.0	4.0	0.0	0.0	1.0	0	528	1
69	Edison	0.0	2.0	2.0	5.0	4.0	1.0	2.0	5.0	3.0	0.0	0.0	0.0	1	528	1
70	ABB	0.0	3.0	5.0	5.0	3.0	6.0	3.0	4.0	4.0	1.0	0.0	0.0	0	686	1
70	GE	1.0	5.0	5.0	5.0	4.0	6.0	7.0	6.0	5.0	0.0	1.0	0.0	0	686	1
70	Westinghouse	0.0	2.0	3.0	5.0	4.0	2.0	3.0	5.0	3.0	0.0	0.0	1.0	0	686	1
70	Edison	0.0	3.0	4.0	4.0	1.0	2.0	2.0	3.0	3.0	0.0	0.0	0.0	1	686	1
71	ABB	0.0	6.0	6.0	6.0	3.0	4.0	6.0	6.0	6.0	1.0	0.0	0.0	0	301	3
71	GE	0.0	4.0	5.0	8.0	5.0	6.0	9.0	6.0	5.0	0.0	1.0	0.0	0	301	3
71	Westinghouse	1.0	5.0	5.0	7.0	6.0	7.0	9.0	8.0	6.0	0.0	0.0	1.0	0	301	3
71	Edison	0.0	3.0	5.0	5.0	4.0	6.0	6.0	6.0	4.0	0.0	0.0	0.0	1	301	3
72	ABB	0.0	5.0	4.0	5.0	2.0	5.0	8.0	5.0	5.0	1.0	0.0	0.0	0	245	3
72	GE	0.0	5.0	6.0	5.0	4.0	4.0	3.0	6.0	4.0	0.0	1.0	0.0	0	245	3
72	Westinghouse	0.0	5.0	6.0	6.0	5.0	5.0	4.0	5.0	5.0	0.0	0.0	1.0	0	245	3
72	Edison	1.0	5.0	5.0	6.0	9.0	7.0	4.0	7.0	4.0	0.0	0.0	0.0	1	245	3
73	ABB	0.0	4.0	5.0	6.0	5.0	7.0	6.0	6.0	4.0	1.0	0.0	0.0	0	396	3
73	GE	1.0	5.0	5.0	7.0	8.0	7.0	7.0	7.0	6.0	0.0	1.0	0.0	0	396	3
73	Westinghouse	0.0	5.0	4.0	4.0	1.0	3.0	6.0	4.0	5.0	0.0	0.0	1.0	0	396	3
73	Edison	0.0	2.0	3.0	5.0	2.0	4.0	1.0	5.0	2.0	0.0	0.0	0.0	1	396	3
74	ABB	0.0	3.0	3.0	6.0	7.0	6.0	9.0	6.0	4.0	1.0	0.0	0.0	0	1219	1
74	GE	1.0	5.0	5.0	6.0	5.0	4.0	4.0	5.0	5.0	0.0	1.0	0.0	0	1219	1
74	Westinghouse	0.0	3.0	4.0	5.0	3.0	1.0	8.0	4.0	3.0	0.0	0.0	1.0	0	1219	1
74	Edison	0.0	3.0	2.0	6.0	6.0	4.0	4.0	5.0	4.0	0.0	0.0	0.0	1	1219	1
75	ABB	0.0	4.0	4.0	6.0	5.0	5.0	5.0	6.0	5.0	1.0	0.0	0.0	0	267	1
75	GE	0.0	4.0	4.0	6.0	6.0	6.0	7.0	6.0	4.0	0.0	1.0	0.0	0	267	1
75	Westinghouse	0.0	5.0	5.0	7.0	6.0	5.0	7.0	7.0	6.0	0.0	0.0	1.0	0	267	1
75	Edison	1.0	6.0	6.0	6.0	6.0	7.0	7.0	7.0	6.0	0.0	0.0	0.0	1	267	1
76	ABB	0.0	6.0	6.0	6.0	7.0	7.0	8.0	7.0	6.0	1.0	0.0	0.0	0	760	2
76	GE	0.0	4.0	5.0	7.0	7.0	7.0	5.0	7.0	5.0	0.0	1.0	0.0	0	760	2
76	Westinghouse	1.0	7.0	7.0	6.0	5.0	7.0	7.0	6.0	7.0	0.0	0.0	1.0	0	760	2
76	Edison	0.0	6.0	6.0	7.0	8.0	8.0	8.0	7.0	6.0	0.0	0.0	0.0	1	760	2
77	ABB	0.0	5.0	4.0	5.0	5.0	6.0	6.0	6.0	5.0	1.0	0.0	0.0	0	777	2
77	GE	0.0	3.0	4.0	6.0	4.0	5.0	6.0	6.0	5.0	0.0	1.0	0.0	0	777	2
77	Westinghouse	1.0	7.0	7.0	6.0	5.0	5.0	7.0	6.0	6.0	0.0	0.0	1.0	0	777	2
77	Edison	0.0	5.0	4.0	6.0	5.0	5.0	5.0	6.0	6.0	0.0	0.0	0.0	1	777	2
78	ABB	0.0	5.0	6.0	6.0	6.0	7.0	7.0	6.0	6.0	1.0	0.0	0.0	0	226	2
78	GE	0.0	5.0	6.0	7.0	6.0	7.0	7.0	7.0	6.0	0.0	1.0	0.0	0	226	2
78	Westinghouse	0.0	5.0	6.0	8.0	9.0	7.0	7.0	7.0	6.0	0.0	0.0	1.0	0	226	2
78	Edison	1.0	6.0	6.0	7.0	6.0	5.0	6.0	7.0	7.0	0.0	0.0	0.0	1	226	2
79	ABB	0.0	3.0	3.0	6.0	5.0	4.0	4.0	5.0	3.0	1.0	0.0	0.0	0	199	3
79	GE	0.0	3.0	3.0	5.0	5.0	5.0	4.0	5.0	4.0	0.0	1.0	0.0	0	199	3
79	Westinghouse	1.0	4.0	4.0	6.0	6.0	5.0	5.0	5.0	4.0	0.0	0.0	1.0	0	199	3
79	Edison	0.0	2.0	3.0	6.0	6.0	6.0	5.0	5.0	3.0	0.0	0.0	0.0	1	199	3
80	ABB	0.0	2.0	3.0	5.0	6.0	5.0	5.0	6.0	3.0	1.0	0.0	0.0	0	547	1
80	GE	0.0	4.0	5.0	5.0	6.0	5.0	4.0	6.0	5.0	0.0	1.0	0.0	0	547	1
80	Westinghouse	1.0	5.0	4.0	5.0	5.0	5.0	5.0	6.0	6.0	0.0	0.0	1.0	0	547	1
80	Edison	0.0	4.0	4.0	4.0	5.0	5.0	5.0	6.0	3.0	0.0	0.0	0.0	1	547	1
81	ABB	0.0	5.0	5.0	7.0	5.0	5.0	5.0	6.0	5.0	1.0	0.0	0.0	0	618	2
81	GE	1.0	6.0	6.0	6.0	5.0	5.0	5.0	6.0	6.0	0.0	1.0	0.0	0	618	2
81	Westinghouse	0.0	4.0	5.0	5.0	4.0	6.0	7.0	5.0	4.0	0.0	0.0	1.0	0	618	2
81	Edison	0.0	5.0	5.0	6.0	6.0	7.0	6.0	6.0	6.0	0.0	0.0	0.0	1	618	2
82	ABB	0.0	4.0	4.0	6.0	6.0	6.0	7.0	6.0	5.0	1.0	0.0	0.0	0	307	1
82	GE	1.0	5.0	6.0	5.0	4.0	6.0	6.0	6.0	5.0	0.0	1.0	0.0	0	307	1
82	Westinghouse	0.0	3.0	3.0	5.0	6.0	5.0	6.0	6.0	5.0	0.0	0.0	1.0	0	307	1
82	Edison	0.0	4.0	3.0	5.0	4.0	4.0	5.0	4.0	4.0	0.0	0.0	0.0	1	307	1
83	ABB	0.0	6.0	7.0	5.0	6.0	5.0	8.0	6.0	6.0	1.0	0.0	0.0	0	629	3
83	GE	0.0	5.0	5.0	8.0	5.0	5.0	3.0	6.0	5.0	0.0	1.0	0.0	0	629	3
83	Westinghouse	1.0	7.0	7.0	5.0	5.0	4.0	5.0	7.0	6.0	0.0	0.0	1.0	0	629	3
83	Edison	0.0	4.0	4.0	5.0	5.0	4.0	7.0	5.0	4.0	0.0	0.0	0.0	1	629	3
84	ABB	0.0	5.0	7.0	7.0	8.0	7.0	7.0	7.0	6.0	1.0	0.0	0.0	0	1404	3
84	GE	1.0	7.0	7.0	6.0	5.0	6.0	7.0	7.0	6.0	0.0	1.0	0.0	0	1404	3
84	Westinghouse	0.0	4.0	5.0	7.0	7.0	7.0	5.0	7.0	5.0	0.0	0.0	1.0	0	1404	3
84	Edison	0.0	3.0	4.0	7.0	7.0	6.0	4.0	7.0	4.0	0.0	0.0	0.0	1	1404	3
85	ABB	0.0	2.0	4.0	5.0	3.0	4.0	5.0	4.0	3.0	1.0	0.0	0.0	0	35	1
85	GE	0.0	4.0	4.0	5.0	5.0	6.0	4.0	6.0	4.0	0.0	1.0	0.0	0	35	1
85	Westinghouse	0.0	3.0	5.0	5.0	4.0	3.0	4.0	5.0	4.0	0.0	0.0	1.0	0	35	1
85	Edison	1.0	5.0	4.0	4.0	3.0	4.0	4.0	5.0	5.0	0.0	0.0	0.0	1	35	1
86	ABB	0.0	6.0	6.0	5.0	5.0	5.0	4.0	6.0	5.0	1.0	0.0	0.0	0	480	3
86	GE	1.0	5.0	6.0	6.0	6.0	5.0	5.0	6.0	5.0	0.0	1.0	0.0	0	480	3
86	Westinghouse	0.0	4.0	5.0	5.0	5.0	5.0	4.0	5.0	4.0	0.0	0.0	1.0	0	480	3
86	Edison	0.0	5.0	5.0	5.0	5.0	5.0	5.0	6.0	5.0	0.0	0.0	0.0	1	480	3
87	ABB	1.0	6.0	6.0	7.0	7.0	7.0	6.0	7.0	5.0	1.0	0.0	0.0	0	395	2
87	GE	0.0	5.0	5.0	7.0	6.0	7.0	8.0	7.0	5.0	0.0	1.0	0.0	0	395	2
87	Westinghouse	0.0	5.0	5.0	6.0	6.0	7.0	7.0	7.0	6.0	0.0	0.0	1.0	0	395	2
87	Edison	0.0	4.0	5.0	6.0	6.0	6.0	5.0	7.0	5.0	0.0	0.0	0.0	1	395	2
88	ABB	0.0	5.0	5.0	5.0	4.0	4.0	5.0	5.0	3.0	1.0	0.0	0.0	0	207	2
88	GE	1.0	5.0	4.0	4.0	4.0	4.0	4.0	5.0	5.0	0.0	1.0	0.0	0	207	2
88	Westinghouse	0.0	3.0	4.0	6.0	4.0	4.0	5.0	5.0	4.0	0.0	0.0	1.0	0	207	2
88	Edison	0.0	3.0	3.0	3.0	4.0	3.0	5.0	5.0	3.0	0.0	0.0	0.0	1	207	2
